time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
73690,2021-06-25 14:36:38,36.162351,-96.835401,9.514436,15.2887144,1032.3057049498,1047.5944193498,8.2021,5.88538914,68.74015968,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.816044,0.894776,0,358.8, 7.2, -4.9,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
73750,2021-06-25 14:36:38,36.162353,-96.835401,9.514436,15.255906,1032.3385133498,1047.5944193498,8.2021,5.88538914,68.351708224,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.816044,0.894776,0,358.7, 7.5, -5.3,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
73830,2021-06-25 14:36:38,36.162355,-96.835401,9.514436,15.2230976,1032.3713217498,1047.5944193498,8.2021,5.88538914,67.968834196,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.816044,0.894776,0,358.7, 7.8, -5.9,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
73940,2021-06-25 14:36:39,36.162358,-96.835401,9.514436,15.1902892,1032.4041301498,1047.5944193498,8.2021,5.88538914,67.405513968,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.816044,0.894776,0,358.7, 8, -6.2,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74080,2021-06-25 14:36:39,36.16236,-96.835402,9.514436,15.1574808,1032.4369385498,1047.5944193498,8.2021,5.88538914,66.782482452,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.816044,0.894776,0,358.8, 7.9, -6.1,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74180,2021-06-25 14:36:39,36.162363,-96.835402,9.514436,15.1246724,1032.4697469498,1047.5944193498,8.2021,5.66393208,66.238847264,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.59235,0.894776,0,358.9, 7.9, -5.8,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74250,2021-06-25 14:36:39,36.162365,-96.835402,9.514436,15.091864,1032.5025553498,1047.5944193498,8.530184,5.66393208,65.88418846,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.59235,0.894776,0,358.9, 7.8, -5.4,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74380,2021-06-25 14:36:39,36.162367,-96.835402,9.514436,15.0590556,1032.5353637498,1047.5944193498,8.530184,5.63261492,65.535763252,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.59235,0.671082,0,359, 8.1, -5,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74450,2021-06-25 14:36:39,36.16237,-96.835402,9.514436,15.0262472,1032.5681721498,1047.5944193498,8.530184,5.63261492,65.024936464,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.59235,0.671082,0,359.1, 8.3, -4.8,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74580,2021-06-25 14:36:39,36.162372,-96.835402,9.514436,15.0262472,1032.5681721498,1047.5944193498,8.530184,5.63261492,64.692587372,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.59235,0.671082,0,359.3, 8.3, -4.8,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74660,2021-06-25 14:36:39,36.162374,-96.835402,9.514436,14.9934388,1032.6009805498,1047.5944193498,8.530184,5.63261492,64.36679996,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.59235,0.671082,0,359.2, 8.7, -4.7,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74790,2021-06-25 14:36:39,36.162376,-96.835402,9.514436,14.9606304,1032.6337889498,1047.5944193498,8.2021,5.61024552,64.047246144,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.59235,0.447388,0,359.2, 8.8, -4.8,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74880,2021-06-25 14:36:39,36.162379,-96.835402,9.514436,14.927822,1032.6665973498,1047.5944193498,8.530184,5.38655152,63.58103878,15,0,15.76,1049.8910073498,11.811024,7.49598594,78.161747908,5.368656,0.447388,0,359.2, 9.2, -4.4,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,13.958,91.4,1047.5944193498,9.514436,14,Waypoint,
74990,2021-06-25 14:36:40,36.162381,-96.835402,9.514436,14.8950136,1032.6994057498,1047.5944193498,8.530184,5.41115786,63.278873416,15,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,5.368656,0.671082,0,359.2, 9.8, -3.9,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75070,2021-06-25 14:36:40,36.162383,-96.835402,9.514436,14.8950136,1032.6994057498,1047.5944193498,8.530184,5.26575676,62.9839259,15,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,1.11847,0,359.3, 9.8, -4,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75150,2021-06-25 14:36:40,36.162385,-96.835402,9.514436,14.8622052,1032.7322141498,1047.5944193498,8.530184,5.31720638,62.695540064,15,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,1.342164,0,359.3, 9.7, -4.6,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75210,2021-06-25 14:36:40,36.162388,-96.835402,9.514436,14.8293968,1032.7650225498,1047.5944193498,8.530184,5.16509446,62.27690488,15,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,1.565858,0,359.3, 9.4, -5.5,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75380,2021-06-25 14:36:40,36.16239,-96.835401,9.514436,14.8293968,1032.7650225498,1047.5944193498,8.858268,5.16509446,62.281498056,15,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,1.565858,0,359.5, 8.9, -6.4,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75460,2021-06-25 14:36:40,36.162392,-96.835401,9.514436,14.7965884,1032.7978309498,1047.5944193498,8.858268,5.1002232,62.020343192,15,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,1.342164,0,359.5, 8.5, -7.5,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75590,2021-06-25 14:36:40,36.162394,-96.835401,9.514436,14.76378,1032.8306393498,1047.5944193498,8.858268,5.04653664,61.766406176,15,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,1.11847,0,359.5, 8.5, -7,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75670,2021-06-25 14:36:40,36.162396,-96.835401,9.514436,14.76378,1032.8306393498,1047.5944193498,9.186352,5.04653664,61.520343176,15,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,1.11847,0,359.5, 8.9, -6.3,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75780,2021-06-25 14:36:40,36.162398,-96.8354,9.514436,14.76378,1032.8306393498,1047.5944193498,9.186352,5.00179784,61.560697508,14,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.894776,0,359.4, 9.6, -6.3,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75840,2021-06-25 14:36:40,36.1624,-96.8354,9.514436,14.7309716,1032.8634477498,1047.5944193498,8.858268,5.00179784,61.331038708,14,0,15.489,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.894776,0,359.5, 9.6, -7,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
75980,2021-06-25 14:36:41,36.162403,-96.8354,9.514436,14.6981632,1032.8962561498,1047.5944193498,8.858268,4.9660068,61.001314288,14,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.671082,0,359.4, 9.4, -7.4,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
76060,2021-06-25 14:36:41,36.162405,-96.8354,9.514436,14.6653548,1032.9290645498,1047.5944193498,8.858268,4.9660068,60.791668612,14,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.671082,0,359.5, 8.8, -7.3,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
76160,2021-06-25 14:36:41,36.162407,-96.835399,9.514436,14.6653548,1032.9290645498,1047.5944193498,8.858268,4.94140046,60.873361528,14,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.447388,0,359.8, 7.7, -6.7,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
76240,2021-06-25 14:36:41,36.162409,-96.835399,9.514436,14.6325464,1032.9618729498,1047.5944193498,8.858268,4.92574188,60.68077622,14,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.223694,0,359.8, 7.9, -6.1,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
76310,2021-06-25 14:36:41,36.162411,-96.835399,9.514436,14.6325464,1032.9618729498,1047.5944193498,8.858268,5.14943588,60.496064928,15,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.8, 9.3, -6.2,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.5944193498,9.514436,14,Waypoint,
76490,2021-06-25 14:36:41,36.162413,-96.835399,9.84252,14.927822,1032.9946813498,1047.9225033498,8.858268,4.921268,60.31988382,15,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.5, 10.8, -5.4,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.9225033498,9.84252,14,Waypoint,
76580,2021-06-25 14:36:41,36.162415,-96.835399,9.84252,14.8950136,1033.0274897498,1047.9225033498,8.858268,4.921268,60.151904812,14,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.5, 11.7, -3.3,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.9225033498,9.84252,14,Waypoint,
76680,2021-06-25 14:36:41,36.162417,-96.835399,9.84252,14.8950136,1033.0274897498,1047.9225033498,8.858268,4.697574,59.992455988,14,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0,0,359.7, 11.7, -1.9,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.9225033498,9.84252,14,Waypoint,
76750,2021-06-25 14:36:41,36.162419,-96.835399,9.84252,14.8622052,1033.0602981498,1047.9225033498,8.858268,4.70204788,59.841209264,15,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0.223694,0,359.9, 10.4, -2.2,0,0,1024,1024,1024,1024,0,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.9225033498,9.84252,14,Waypoint,
76850,2021-06-25 14:36:41,36.162421,-96.835398,9.84252,14.8622052,1033.0602981498,1047.9225033498,8.858268,4.4962494,59.987862812,15,0,15.516,1049.8910073498,11.811024,7.49598594,78.161747908,4.47388,0.447388,0,0.1, 7.4, -4.1,0,0,1024,1024,1024,1024,0.1,0,92,3.932,3.926,3.938,3.9,0,0,15.36,91.4,1047.9225033498,9.84252,14,Waypoint,
76960,2021-06-25 14:36:42,36.162422,-96.835398,9.84252,14.8622052,1033.0602981498,1047.9225033498,8.858268,4.4962494,59.920277508,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.47388,0.447388,0,0.5, 5.5, -5.3,0,0,1024,1024,1024,1024,0.1,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.9225033498,9.84252,14,Waypoint,
77100,2021-06-25 14:36:42,36.162424,-96.835398,9.84252,14.8293968,1033.0931065498,1047.9225033498,8.858268,4.70204788,59.791340496,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0.223694,0,0.7, 5.1, -6.8,0,0,1024,1024,1024,1024,0.1,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.9225033498,9.84252,14,Waypoint,
77210,2021-06-25 14:36:42,36.162426,-96.835398,9.84252,14.7965884,1033.1259149498,1047.9225033498,8.858268,4.697574,59.670933668,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0,0,0.6, 6, -7.1,0,0,1024,1024,1024,1024,0.1,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.9225033498,9.84252,14,Waypoint,
77330,2021-06-25 14:36:42,36.162428,-96.835397,9.514436,14.4685044,1033.1259149498,1047.5944193498,8.858268,4.697574,59.8507237,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0,0,0.4, 7, -4.8,0,0,1024,1024,1024,1024,0.1,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
77340,2021-06-25 14:36:42,36.16243,-96.835397,9.514436,14.435696,1033.1587233498,1047.5944193498,8.858268,4.697574,59.748361492,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0,0,0.5, 7.3, -3.2,0,0,1024,1024,1024,1024,0.2,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
77480,2021-06-25 14:36:42,36.162432,-96.835397,9.514436,14.435696,1033.1587233498,1047.5944193498,8.858268,4.697574,59.654529468,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0,0,0.5, 7.4, -2.7,0,0,1024,1024,1024,1024,0.2,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
77610,2021-06-25 14:36:42,36.162434,-96.835397,9.514436,14.4028876,1033.1915317498,1047.5944193498,8.858268,4.697574,59.569555712,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0,0,0.2, 7.3, -2.3,0,0,1024,1024,1024,1024,0.2,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
77690,2021-06-25 14:36:42,36.162436,-96.835397,9.514436,14.3700792,1033.2243401498,1047.5944193498,8.858268,4.70204788,59.493768308,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0.223694,0,0, 7.1, -2.9,0,0,1024,1024,1024,1024,0.2,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
77740,2021-06-25 14:36:42,36.162438,-96.835397,9.514436,14.3372708,1033.2571485498,1047.5944193498,8.858268,4.70204788,59.426511088,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0.223694,0,0, 6.6, -4.2,0,0,1024,1024,1024,1024,0.2,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
77900,2021-06-25 14:36:43,36.162439,-96.835396,9.514436,14.3700792,1033.2243401498,1047.5944193498,8.858268,4.7199434,59.68996254,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0.447388,0,0, 6.9, -5,0,0,1024,1024,1024,1024,0.2,0,92,3.932,3.926,3.938,3.9,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
77960,2021-06-25 14:36:43,36.162441,-96.835396,9.514436,14.3372708,1033.2571485498,1047.5944193498,8.858268,4.7199434,59.636484848,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0.447388,0,0, 7, -5.4,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
78050,2021-06-25 14:36:43,36.162443,-96.835396,9.514436,14.3044624,1033.2899569498,1047.5944193498,8.858268,4.7199434,59.59153734,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.697574,0.447388,0,0, 6.6, -6.1,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
78170,2021-06-25 14:36:43,36.162445,-96.835395,9.514436,14.3044624,1033.2899569498,1047.5944193498,9.186352,4.94140046,59.850067532,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.447388,0,0, 6.9, -6.6,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
78240,2021-06-25 14:36:43,36.162447,-96.835395,9.514436,14.3044624,1033.2899569498,1047.5944193498,9.186352,4.94140046,59.823492728,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.447388,0,0, 7.2, -7.1,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
78340,2021-06-25 14:36:43,36.162449,-96.835395,9.514436,14.271654,1033.3227653498,1047.5944193498,9.514436,4.92574188,59.805776192,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0.223694,0,0, 7.4, -6.9,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
78440,2021-06-25 14:36:43,36.162451,-96.835394,9.84252,14.599738,1033.3227653498,1047.9225033498,9.186352,5.14943588,60.091537356,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.9, 7.7, -6.6,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.9225033498,9.84252,14,Waypoint,
78600,2021-06-25 14:36:43,36.162453,-96.835394,9.84252,14.5669296,1033.3555737498,1047.9225033498,9.514436,5.14943588,60.091537356,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.9, 7.8, -7.2,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.9225033498,9.84252,14,Waypoint,
78690,2021-06-25 14:36:43,36.162455,-96.835394,9.514436,14.2388456,1033.3555737498,1047.5944193498,9.514436,5.14943588,60.100395624,15,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.9, 8.3, -7.5,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
78840,2021-06-25 14:36:43,36.162458,-96.835394,9.514436,14.1732288,1033.4211905498,1047.5944193498,9.514436,5.14943588,60.130251268,14,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.7, 9, -7.4,0,0,1024,1024,1024,1024,0.2,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
78900,2021-06-25 14:36:44,36.16246,-96.835394,9.514436,14.1732288,1033.4211905498,1047.5944193498,9.514436,5.14943588,60.161091164,14,0,15.57,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.7, 9.6, -7.1,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,15.6,91.4,1047.5944193498,9.514436,14,Waypoint,
79030,2021-06-25 14:36:44,36.162462,-96.835393,9.514436,14.1732288,1033.4211905498,1047.5944193498,9.514436,5.14943588,60.495080676,14,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.7, 9.6, -6.9,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.5944193498,9.514436,14,Waypoint,
79140,2021-06-25 14:36:44,36.162464,-96.835393,9.514436,14.1404204,1033.4539989498,1047.5944193498,9.514436,5.14943588,60.543309024,14,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.6, 9.8, -7,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.5944193498,9.514436,14,Waypoint,
79240,2021-06-25 14:36:44,36.162466,-96.835393,9.84252,14.435696,1033.4868073498,1047.9225033498,9.84252,5.14943588,60.60039564,14,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.6, 9.7, -7.2,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.9225033498,9.84252,14,Waypoint,
79330,2021-06-25 14:36:44,36.162469,-96.835393,9.84252,14.4028876,1033.5196157498,1047.9225033498,9.514436,5.14943588,60.702429764,14,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0.223694,0,359.7, 9.4, -7.7,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.9225033498,9.84252,14,Waypoint,
79470,2021-06-25 14:36:44,36.162471,-96.835393,9.84252,14.3700792,1033.5524241498,1047.9225033498,9.84252,5.144962,60.781498008,14,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0,0,359.6, 9.6, -7.6,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.9225033498,9.84252,14,Waypoint,
79570,2021-06-25 14:36:44,36.162473,-96.835393,9.84252,14.3700792,1033.5524241498,1047.9225033498,9.514436,5.144962,60.869096436,14,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,5.144962,0,0,359.6, 9.8, -7.4,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.9225033498,9.84252,14,Waypoint,
79650,2021-06-25 14:36:44,36.162475,-96.835393,9.84252,14.3372708,1033.5852325498,1047.9225033498,9.186352,4.921268,60.965225048,14,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.5, 9.7, -7.5,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.9225033498,9.84252,14,Waypoint,
79740,2021-06-25 14:36:44,36.162477,-96.835393,9.84252,14.3044624,1033.6180409498,1047.9225033498,9.186352,4.921268,61.069883844,14,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.5, 9.6, -6.9,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.9225033498,9.84252,14,Waypoint,
79810,2021-06-25 14:36:44,36.162479,-96.835392,9.84252,14.3044624,1033.6180409498,1047.9225033498,9.186352,4.921268,61.473755248,15,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.5, 9.2, -6.7,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.9225033498,9.84252,14,Waypoint,
79920,2021-06-25 14:36:45,36.162481,-96.835392,9.514436,13.9763784,1033.6180409498,1047.5944193498,9.186352,4.921268,61.594818244,15,0,15.462,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.6, 8.6, -7.1,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,16.18,93.2,1047.5944193498,9.514436,14,Waypoint,
80010,2021-06-25 14:36:45,36.162483,-96.835392,9.514436,13.94357,1033.6508493498,1047.5944193498,8.858268,4.921268,61.724411424,15,0,15.652,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.6, 8.5, -7.8,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,13.558,93.2,1047.5944193498,9.514436,14,Waypoint,
80080,2021-06-25 14:36:45,36.162485,-96.835392,9.514436,13.9107616,1033.6836577498,1047.5944193498,8.858268,4.921268,61.862206704,15,0,15.652,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.6, 8.1, -8.1,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,13.558,93.2,1047.5944193498,9.514436,14,Waypoint,
80160,2021-06-25 14:36:45,36.162486,-96.835392,9.514436,13.9107616,1033.6836577498,1047.5944193498,8.858268,4.921268,61.934385184,15,0,15.652,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.7, 7.9, -7.9,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,13.558,93.2,1047.5944193498,9.514436,14,Waypoint,
80230,2021-06-25 14:36:45,36.162488,-96.835392,9.514436,13.8779532,1033.7164661498,1047.5944193498,8.858268,4.921268,62.084647656,15,0,15.652,1049.8910073498,11.811024,7.49598594,78.161747908,4.921268,0,0,359.8, 7.6, -7.7,0,0,1024,1024,1024,1024,0.3,0,92,3.906,3.897,3.907,3.863,0,0,13.558,93.2,1047.5944193498,9.514436,14,Waypoint,
