time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2021-01-16 18:15:25,36.1624187322794,-96.8360103477805,0,0,1038.1566779061,1038.1566779061,0,0,0,14,5,0,1038.1566779061,0,0,0,0,0,0,201.8, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
100,2021-01-16 18:15:25,36.1624187550524,-96.8360103962373,0,0,1038.1566779061,1038.1566779061,0,0,0.0165156173264,14,5,0,1038.1566779061,0,0,0.0165156173264,0,0,0,202.1, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
200,2021-01-16 18:15:25,36.1624187783782,-96.8360104529121,0,0,1038.1566779061,1038.1566779061,0,0,0.035240158608,14,5,0,1038.1566779061,0,0,0.035240158608,0,0,0,202.3, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
300,2021-01-16 18:15:25,36.162418797593,-96.8360105180317,0,0,1038.1566779061,1038.1566779061,0,0,0.055522967656,14,5,0,1038.1566779061,0,0,0.055522967656,0,0,0,202.5, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
400,2021-01-16 18:15:26,36.1624188532117,-96.8360105363313,0,0,1038.1566779061,1038.1566779061,0,0,0.070932416968,14,5,0,1038.1566779061,0,0,0.070932416968,0,0,0,202.7, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,Warning:Battery Temperature Below 15°C (59F). Warm battery to above 25°C (77F) before flying.
500,2021-01-16 18:15:26,36.1624188908866,-96.8360105762212,0,0,1038.1566779061,1038.1566779061,0,0,0.08875000284,14,5,0,1038.1566779061,0,0,0.08875000284,0,0,0,202.8, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
600,2021-01-16 18:15:26,36.1624189168326,-96.8360106060388,0,0,1038.1566779061,1038.1566779061,0,0,0.101591866768,14,5,0,1038.1566779061,0,0,0.101591866768,0,0,0,202.9, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
700,2021-01-16 18:15:26,36.162418931776,-96.8360106534822,0,0,1038.1566779061,1038.1566779061,0,0,0.115786092944,14,5,0,1038.1566779061,0,0,0.115786092944,0,0,0,203, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
800,2021-01-16 18:15:26,36.1624189386749,-96.8360106462815,0,0,1038.1566779061,1038.1566779061,0,0,0.115765423652,14,5,0,1038.1566779061,0,0,0.115786092944,0,0,0,203.2, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
900,2021-01-16 18:15:26,36.1624189500496,-96.8360106742647,0,0,1038.1566779061,1038.1566779061,0,0,0.124745082732,14,5,0,1038.1566779061,0,0,0.124745082732,0,0,0,203.3, 3.1, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1000,2021-01-16 18:15:26,36.1624189987791,-96.836010653514,0,0,1038.1566779061,1038.1566779061,0,0,0.132530516052,14,5,0,1038.1566779061,0,0,0.132530516052,0,0,0,203.4, 3.2, -0.7,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1100,2021-01-16 18:15:26,36.1624190329072,-96.8360106741812,0,0,1038.1566779061,1038.1566779061,0,0,0.145857288132,14,5,0,1038.1566779061,0,0,0.145857288132,0,0,0,203.4, 3.2, -0.8,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1200,2021-01-16 18:15:26,36.1624190480461,-96.8360106908666,0,0,1038.1566779061,1038.1566779061,0,0,0.153250661072,14,5,0,1038.1566779061,0,0,0.153250661072,0,0,0,203.5, 3.2, -0.8,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1300,2021-01-16 18:15:27,36.1624190598197,-96.8360107372609,0,0,1038.1566779061,1038.1566779061,0,0,0.165658797952,14,5,0,1038.1566779061,0,0,0.165658797952,0,0,0,203.5, 3.1, -0.8,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1400,2021-01-16 18:15:27,36.1624190569301,-96.8360107779081,0,0,1038.1566779061,1038.1566779061,0,0,0.17344324702,14,5,0,1038.1566779061,0,0,0.17344324702,0,0,0,203.5, 3.1, -0.8,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1500,2021-01-16 18:15:27,36.1624190618887,-96.8360108345643,0,0,1038.1566779061,1038.1566779061,0,0,0.187141082104,14,5,0,1038.1566779061,0,0,0.187141082104,0,0,0,203.6, 3.2, -0.8,0,0,364,364,364,1684,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1600,2021-01-16 18:15:27,36.162419057662,-96.8360108967222,0,0,1038.1566779061,1038.1566779061,0,0,0.200596791196,14,5,0,1038.1566779061,0,0,0.200596791196,0,0,0,203.6, 3.2, -0.8,0,0,419,453,364,1584,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1700,2021-01-16 18:15:27,36.1624190588158,-96.8360109714539,0,0,1038.1566779061,1038.1566779061,0,0,0.218958012256,14,5,0,1038.1566779061,0,0,0.218958012256,0,0,0,203.6, 3.2, -0.8,0,0,612,758,549,1282,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1800,2021-01-16 18:15:27,36.1624190500035,-96.8360110293051,0,0,1038.1566779061,1038.1566779061,0,0,0.231815296132,14,5,0,1038.1566779061,0,0,0.231815296132,0,0,0,203.6, 3.1, -0.8,0,0,779,1024,657,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
1900,2021-01-16 18:15:27,36.1624190500206,-96.836011093487,0,0,1038.1566779061,1038.1566779061,0,0,0.248370086688,14,5,0,1038.1566779061,0,0,0.248370086688,0,0,0,203.6, 3.1, -0.8,0,0,1024,1024,1002,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,41,Motors_Started,
2000,2021-01-16 18:15:27,36.1624190397125,-96.836011090646,0,0,1038.1566779061,1038.1566779061,0,0,0.24589239632,14,5,0,1038.1566779061,0,0,0.248370086688,0,0,0,203.6, 3.1, -0.8,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,10,Assisted_Takeoff,
2100,2021-01-16 18:15:27,36.1624190303514,-96.8360111199424,0,0,1038.1566779061,1038.1566779061,0,0,0.252110244288,14,5,0,1038.1566779061,0,0,0.252110244288,0,0,0,203.7, 3.1, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,10,Assisted_Takeoff,
2200,2021-01-16 18:15:27,36.1624190571759,-96.8360111255714,0,0,1038.1566779061,1038.1566779061,0,0,0.257955388832,14,5,0,1038.1566779061,0,0,0.257955388832,0,0,0,203.7, 3, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,10,Assisted_Takeoff,
2300,2021-01-16 18:15:27,36.1624190658987,-96.8360111629,0,0,1038.1566779061,1038.1566779061,0,0,0.269192922,14,5,0,1038.1566779061,0,0,0.269192922,0,0,0,203.7, 3, -0.8,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,10,Assisted_Takeoff,
2400,2021-01-16 18:15:27,36.1624190616827,-96.8360111501618,0,0,1038.1566779061,1038.1566779061,0,0,0.26515092712,14,5,0,1038.1566779061,0,0,0.269192922,0,0,0,203.7, 2.8, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.1566779061,0,10,Assisted_Takeoff,
2500,2021-01-16 18:15:28,36.1624190426201,-96.8360111651124,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.266050205364,14,5,0,1038.4847619061,0.328084,0,0.269192922,0,0,-0.223694,203.8, 2.6, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
2600,2021-01-16 18:15:28,36.1624190249018,-96.8360111710199,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.26495571714,14,5,25.116,1038.4847619061,0.328084,0,0.269192922,0,0,0,203.9, 2.4, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
2700,2021-01-16 18:15:28,36.1624190054916,-96.8360112003415,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.270190625444,14,5,25.116,1038.4847619061,0.328084,0,0.270190625444,0,0,0,203.9, 2.3, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
2800,2021-01-16 18:15:28,36.1624190109558,-96.8360111677173,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.262049877152,14,5,25.116,1038.4847619061,0.328084,0,0.270190625444,0,0,0,203.9, 2.3, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
2900,2021-01-16 18:15:28,36.1624190186364,-96.8360111530559,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.259191609344,14,5,25.116,1038.4847619061,0.328084,0,0.270190625444,0,0,0,203.9, 2.3, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3000,2021-01-16 18:15:28,36.1624190644624,-96.8360111370045,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.262169627812,14,5,25.116,1038.4847619061,0.328084,0,0.270190625444,0,0,0,204, 2.5, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3100,2021-01-16 18:15:28,36.1624191065007,-96.8360111361185,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.269377961376,14,5,25.116,1038.4847619061,0.328084,0,0.270190625444,0,0,0,204, 2.7, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3200,2021-01-16 18:15:28,36.1624192099403,-96.8360110996492,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.281816938152,14,5,25.116,1038.4847619061,0.328084,0,0.281816938152,0,0,0,203.9, 2.8, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3300,2021-01-16 18:15:28,36.1624192793356,-96.8360110801984,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.29390748972,14,5,25.116,1038.4847619061,0.328084,0,0.29390748972,0,0,0,203.9, 3, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3400,2021-01-16 18:15:29,36.1624193337859,-96.8360110987739,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.311604668764,14,5,25.116,1038.4847619061,0.328084,0,0.311604668764,0,0,0,204, 3.1, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3500,2021-01-16 18:15:29,36.16241937071,-96.8360111107773,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.323680128468,14,5,25.116,1038.4847619061,0.328084,0,0.323680128468,0,0,0,204, 3.2, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3600,2021-01-16 18:15:29,36.1624194075829,-96.8360111265913,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.33665027324,14,5,25.116,1038.4847619061,0.328084,0,0.33665027324,0,0,0,203.9, 3.1, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3700,2021-01-16 18:15:29,36.1624194294643,-96.8360111392685,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.3450459428,14,5,25.116,1038.4847619061,0.328084,0,0.3450459428,0,0,0,204, 3, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3800,2021-01-16 18:15:29,36.1624194108373,-96.8360111940215,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.35132218972,14,5,25.116,1038.4847619061,0.328084,0,0.35132218972,0,0,0,204, 2.9, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
3900,2021-01-16 18:15:29,36.162419399518,-96.8360112342814,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.3570046046,14,5,25.116,1038.4847619061,0.328084,0,0.3570046046,0,0,0,204, 2.8, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4000,2021-01-16 18:15:29,36.1624193694969,-96.8360113075103,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.36601707208,14,5,25.116,1038.4847619061,0.328084,0,0.36601707208,0,0,0,204, 2.8, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4100,2021-01-16 18:15:29,36.1624193545249,-96.8360113578199,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.37424213796,14,5,25.116,1038.4847619061,0.328084,0,0.37424213796,0,0,0,204, 2.7, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4200,2021-01-16 18:15:29,36.1624193876467,-96.8360113881283,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.38869423816,14,5,25.116,1038.4847619061,0.328084,0,0.38869423816,0,0,0,204, 2.7, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4300,2021-01-16 18:15:29,36.1624194210501,-96.83601140768,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.40077757188,14,5,25.116,1038.4847619061,0.328084,0,0.40077757188,0,0,0,204, 2.7, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4400,2021-01-16 18:15:30,36.1624194564403,-96.836011448672,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.41828741496,14,5,25.116,1038.4847619061,0.328084,0,0.41828741496,0,0,0,204, 2.8, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4500,2021-01-16 18:15:30,36.1624194916725,-96.8360114760372,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.43268374088,14,5,25.116,1038.4847619061,0.328084,0,0.43268374088,0,0,0,204, 2.9, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4600,2021-01-16 18:15:30,36.1624195225177,-96.8360114772627,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.44024607708,14,5,25.116,1038.4847619061,0.328084,0,0.44024607708,0,0,0,204, 2.9, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.318,4.322,4.319,4.318,4.321,4.315,0.603,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4700,2021-01-16 18:15:30,36.1624195536967,-96.8360114761035,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.44752626104,14,5,24.965,1038.4847619061,0.328084,0,0.44752626104,0,0,0,204, 3, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4800,2021-01-16 18:15:30,36.1624195588751,-96.8360114999711,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.45402232424,14,5,24.965,1038.4847619061,0.328084,0,0.45402232424,0,0,0,204, 2.9, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
4900,2021-01-16 18:15:30,36.1624195648059,-96.8360115168369,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.45917652388,14,5,24.965,1038.4847619061,0.328084,0,0.45917652388,0,0,0,204, 2.8, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5000,2021-01-16 18:15:30,36.1624195455268,-96.8360115712477,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.4668143194,14,5,24.965,1038.4847619061,0.328084,0,0.4668143194,0,0,0,204, 2.7, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5100,2021-01-16 18:15:30,36.1624195465975,-96.8360115966671,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.47286418836,14,5,24.965,1038.4847619061,0.328084,0,0.47286418836,0,0,0,204, 2.7, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5200,2021-01-16 18:15:30,36.1624195332491,-96.8360116102582,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.47295933272,14,5,24.965,1038.4847619061,0.328084,0,0.47295933272,0,0,0,203.9, 2.8, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5300,2021-01-16 18:15:30,36.1624195415501,-96.8360116089464,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.47453413592,14,5,24.965,1038.4847619061,0.328084,0,0.47453413592,0,0,0,204, 2.9, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5400,2021-01-16 18:15:31,36.1624195454022,-96.8360116334003,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.48105972668,14,5,24.965,1038.4847619061,0.328084,0,0.48105972668,0,0,0,204, 3.1, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5500,2021-01-16 18:15:31,36.1624195667063,-96.8360116345038,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.48614502868,14,5,24.965,1038.4847619061,0.328084,0,0.48614502868,0,0,0,204, 3.2, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5600,2021-01-16 18:15:31,36.1624196141429,-96.8360116722397,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.5056922734,14,5,24.965,1038.4847619061,0.328084,0,0.5056922734,0,0,0,203.9, 3.2, -1,0,0,1024,1024,1026,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5700,2021-01-16 18:15:31,36.1624196487538,-96.8360116804524,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.51565946532,14,5,24.965,1038.4847619061,0.328084,0,0.51565946532,0,0,0,204, 3.1, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5800,2021-01-16 18:15:31,36.1624196459464,-96.8360117460111,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.52986222168,14,5,24.965,1038.4847619061,0.328084,0,0.52986222168,0,0,0,204, 2.9, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
5900,2021-01-16 18:15:31,36.1624196477987,-96.8360117697925,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.53574804864,14,5,24.965,1038.4847619061,0.328084,0,0.53574804864,0,0,0,204, 2.8, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6100,2021-01-16 18:15:31,36.162419621663,-96.8360117960939,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.53600067332,14,5,24.965,1038.4847619061,0.328084,0,0.53600067332,0,0,0,204, 2.6, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6200,2021-01-16 18:15:31,36.1624195678006,-96.8360118383593,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.5345144528,14,5,24.965,1038.4847619061,0.328084,0,0.53600067332,0,0,0,204, 2.7, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6300,2021-01-16 18:15:31,36.1624195495889,-96.8360118438928,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.5321030354,14,5,24.965,1038.4847619061,0.328084,0,0.53600067332,0,0,0,204, 2.8, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6400,2021-01-16 18:15:32,36.1624195305956,-96.8360118531069,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.53051510884,14,5,24.965,1038.4847619061,0.328084,0,0.53600067332,0,0,0,204, 2.9, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6500,2021-01-16 18:15:32,36.1624195312184,-96.8360118398859,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.52739174916,14,5,24.965,1038.4847619061,0.328084,0,0.53600067332,0,0,0,204, 3, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6600,2021-01-16 18:15:32,36.1624195685188,-96.8360118915378,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.54760172356,14,5,24.965,1038.4847619061,0.328084,0,0.54760172356,0,0,0,204, 3.1, -1,0,0,1024,1024,1024,1024,0,0,98,4.263,4.24,4.275,4.228,4.245,4.235,3.25,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6700,2021-01-16 18:15:32,36.1624195953124,-96.8360119078214,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.55705710444,14,5,24.516,1038.4847619061,0.328084,0,0.55705710444,0,0,0,204, 3.1, -1,0,0,1024,1024,1024,1024,0,0,98,4.217,4.227,4.219,4.217,4.218,4.211,4.887,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6800,2021-01-16 18:15:32,36.1624195956837,-96.8360119486251,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.56708663232,14,5,24.516,1038.4847619061,0.328084,0,0.56708663232,0,0,0,204, 3, -1,0,0,1024,1024,1024,1024,0,0,98,4.217,4.227,4.219,4.217,4.218,4.211,4.887,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
6900,2021-01-16 18:15:32,36.1624195865171,-96.836011956932,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.56728020188,14,5,24.516,1038.4847619061,0.328084,0,0.56728020188,0,0,0,203.9, 2.8, -1,0,0,1024,1024,1024,1024,0,0,98,4.217,4.227,4.219,4.217,4.218,4.211,4.887,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
7000,2021-01-16 18:15:32,36.1624195491639,-96.8360120263317,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.57731629144,14,5,24.516,1038.4847619061,0.328084,0,0.57731629144,0,0,0,204, 2.7, -0.9,0,0,1024,1024,1024,1024,0,0,98,4.217,4.227,4.219,4.217,4.218,4.211,4.887,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
7100,2021-01-16 18:15:32,36.162419520588,-96.836012054689,0.328084,0.328084,1038.1566779061,1038.4847619061,0,0,0.57923886368,14,5,24.516,1038.4847619061,0.328084,0,0.57923886368,0,0,0,204, 2.6, -1,0,0,1024,1024,1024,1024,0,0,98,4.217,4.227,4.219,4.217,4.218,4.211,4.887,54.32,1038.4847619061,0.328084,10,Assisted_Takeoff,
